"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","RUG12495","Belgorodskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","RUG12499","Chelyabinskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","RUG12524","Krasnodarskiy Kray",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","RUG12530","Lipetskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","RUG12549","Rostovskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","RUG12553","Samarskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","RUG12555","Saratovskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","RUG12572","Volgogradskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","RUG12574","Voronezhskaya Oblast",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","SI031","Pomurska",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","SI034","Savinjska",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","SI036","Posavska",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","SI038","Primorsko-notranjska",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","SI041","Osrednjeslovenska",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","SYG12833","Al_Qunaytirah",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TNG12999","Jendouba",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR100","Istanbul",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR221","Balikesir",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR310","Izmir",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR321","Aydin",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR323","Mugla",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR33","Manisa",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR331","Manisa",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR332","Afyon",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR412","Eskisehir",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR421","Kocaeli",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR422","Sakarya",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR510","Ankara",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR521","Konya",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR522","Karaman",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR611","Antalya",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR612","Isparta",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR621","Adana",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR622","Icel",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR631","Hatay",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR632","Kahramanmaras",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TR721","Kayseri",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TRC21","Sanliurfa",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","TRC22","Diyarbakir",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","UAG13148","Cherkas'ka",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W23","XKG125378","Kosovski",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","AL015","Shkodër",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","ALG1310","Durres",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","ALG1312","Fier",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","ALG1323","Lezhe",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","ALG1338","Tirane",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","AT112","Nordburgenland",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","AT124","Waldviertel",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","AT125","Weinviertel",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","AT126","Wiener Umland/Nordteil",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","AT127","Wiener Umland/Sudteil",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","AT130","Wien",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","BAG1653","Republika Srpska",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","BG311","Vidin",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","BG325","Silistra",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","BG333","Shumen",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","BG341","Burgas",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","BG343","Yambol",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","BG411","Sofia (stolitsa)",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","BG412","Sofia",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","BG421","Plovdiv",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","CY000","Kypros/Kibris",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","CZ064","Jihomoravsky kraj",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","CZ080","Moravskoslezsky kraj",3.000000000,"Cases reported during 2011–2017"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","EL301","Voreios Tomeas Athinon",2.000000000,"Cases reported in 2018"
"West Nile virus infection","All seasons","Human cases in current and past seasons","-","2019-W24","EL302","Dytikos Tomeas Athinon",2.000000000,"Cases reported in 2018"
